serialno|hinc|rooms
6677355|68000|5
6677427|112800|3
6677690|77000|6
6677991|17000|3
6678252|13100|5
6678337|66890|6
6678614|54400|9
6678748|469400|9
6678885|50000|1
6679254|20240|7
6679349|45000|6
6679447|36000|4
6679668|382000|7
6679678|63100|9
6679923|22700|6
6680186|51800|6
6680272|121200|6
6680337|14500|5
6680395|135000|8
6680590|61650|6
6680770|20400|5
6680877|51000|4
6680967|60000|1
6680991|21900|5
6681049|29000|6
6681204|56000|5
6681768|11100|2
6682128|37300|4
6682469|21200|3
6682501|8900|5
6682706|113000|8
6682768|31800|4
6682911|73700|3
6683905|8400|2
6684230|57000|6
6684242|65000|5
3431542|36600|7
3431584|91820|6
3431656|42790|6
3432074|100000|9
3432120|25100|4
3432172|96000|7
3432241|17300|4
3432482|94400|3
3432536|7100|4
3432692|70000|7
3432698|20700|1
3432765|137000|7
3433269|21500|2
3433447|6650|4
3433608|117200|6
3433698|55000|6
3433785|60000|4
3433821|3100|7
3433909|31100|8
3434325|37000|6
3434393|85800|9
3434415|202000|6
3434508|86420|3
3434548|63040|4
3435644|20000|4
3435781|36200|5
3435901|78800|9
3435977|77580|9
3436198|110000|5
3436270|54400|6
3436628|22664|1
3436708|12000|9
3436788|49100|7
3436873|17100|5
3436897|57000|6
3437019|78000|5
3437037|59000|4
3437822|352000|9
3438063|129600|9
3438328|6000|4
3438483|50000|7
3438497|100000|8
3438567|24000|4
3438802|70200|6
3438820|129000|4
3438826|10700|4
3438853|49000|4
3439001|346000|6
3439122|33300|5
3439373|78000|7
3439601|32200|4
3439690|50000|4
3439692|23300|6
3439868|160710|9
3440105|77900|5
3440553|26500|6
3440654|80000|8
3440714|107290|7
3440730|17950|5
3440770|81000|6
3440774|62000|7
3440798|128300|6
3441007|75300|5
3441055|28000|6
3441101|47000|7
3441125|38900|4
3441284|42000|6
3441296|124500|8
3441457|288300|7
3441459|13640|6
3441477|156300|5
3441501|37000|8
3441663|60000|8
3441764|37000|7
3441804|28000|7
3442111|10|2
3442141|16000|4
3442479|40000|8
3442489|89200|8
3442515|82000|5
3442878|41500|6
3442983|7200|6
3443069|152000|9
3443095|30900|4
3443099|66800|6
3443364|64100|7
3443465|37400|4
3443645|32000|7
3443716|23500|3
3443814|138200|4
3444065|42000|2
3444071|53330|7
3444075|94440|6
3444238|121000|9
3444495|76010|6
3444705|117710|7
3445233|60000|7
3445430|26100|6
3445452|25100|5
3445480|74900|5
3445946|12420|5
3445952|14000|7
3446211|42000|4
3446549|30000|4
3446693|36800|3
3446986|5300|4
3447149|69000|5
3447436|437000|6
3447460|76800|7
3447462|62800|5
3447685|11600|5
3447711|36000|5
3447928|114000|9
3447968|19650|6
3448101|10400|5
3448205|40300|7
3448416|38600|8
3448807|13200|9
3448880|107000|6
3448888|45000|6
3449095|28000|4
3449277|73800|3
3449380|9100|3
3449476|51500|7
3449829|3900|6
3450048|48610|5
3450094|15000|5
3450125|53300|7
3450321|54900|6
3450580|17600|4
3450584|31600|6
3450761|16010|3
3451082|30100|5
3451106|112400|6
3451219|133000|9
3451456|7800|4
3451508|25700|8
3451620|96000|6
3451685|28200|2
3451729|39200|3
3451735|57300|5
3452235|89400|9
3452544|45800|4
3452915|121160|4
3453532|66700|6
3453542|32000|3
3453548|27000|5
3453737|36200|6
3453907|12500|4
3453964|11720|2
3454084|75000|8
3454184|59000|4
3454351|50400|8
3454817|14800|4
3455124|108000|6
3455371|103160|9
3455490|62600|7
3455869|40830|5
3455893|39000|3
3455987|12800|2
3456020|322010|5
3456333|83050|6
3456373|87420|8
3456395|52700|8
3456429|76000|6
3456628|55630|6
3456841|125000|8
3457216|24000|5
3457218|46560|8
3457278|64400|7
3457517|56000|4
3457702|63980|5
3457734|84000|4
3458216|45000|4
3458230|35300|3
3458248|25000|6
3458313|91000|7
3458347|23000|3
3458555|38000|4
3458995|118700|9
3459154|34000|4
3459875|44300|8
3460316|21500|9
3460367|147730|9
3460489|11200|4
3460770|53000|4
3460834|44300|5
3460955|65000|6
3460997|26400|5
3461045|100300|6
3461093|42000|5
3461385|162890|6
3461565|125000|8
3461977|59000|8
3462045|132100|7
3462071|115000|9
3462127|11400|2
3462234|55000|3
3462252|68900|5
3462724|97800|9
3462973|58300|7
3463372|40500|8
3463589|173000|7
3464252|34000|5
3464254|39500|5
3464298|65100|4
3464455|31500|3
3464641|50970|4
3464647|50100|9
3464770|128100|7
3465081|10000|9
3465121|74000|6
3465264|8300|3
3465282|54500|7
3465338|96500|9
3465503|82150|8
3465523|9600|5
3465615|93700|8
3466043|42000|4
3466183|93600|6
3466322|81000|9
3466458|21200|5
3466932|50000|4
3466998|8900|5
3467053|44600|5
3467097|5700|7
3467115|6000|3
3467197|46000|5
3467257|63200|4
3467292|339500|5
3467310|22800|3
3467336|71300|9
3467442|57800|6
3468107|102420|8
3468129|26800|7
3468310|76030|6
3468456|100000|6
3468591|45000|4
3468840|38800|7
3468850|23000|6
3469189|51800|6
3469213|11000|5
3469312|28800|5
3469735|33300|6
3470665|2400|6
3470705|79800|8
3470954|51000|6
3470988|318000|9
3471107|19100|6
3471135|10600|7
3471157|8400|3
3471351|43800|4
3471653|109660|6
3471675|34000|5
3471922|8000|4
3472054|69000|6
3472717|116200|7
3472817|11900|5
3472912|50000|3
3473217|20000|5
3473281|345500|3
3473734|35000|6
3473967|141000|9
3474143|322000|9
3474210|159000|6
3474358|100000|4
3474505|28500|1
3474641|26000|3
3474852|67900|9
3474910|53000|5
3475256|46200|5
3475314|136300|6
3475420|59950|9
3475926|77000|6
3476137|56000|4
3476378|42800|6
3476731|6900|5
3476864|112000|7
3477774|43000|3
3478010|131000|6
3478109|61500|9
3478512|46500|4
3478553|51200|1
3478635|326000|8
3478830|100000|5
3478886|44800|7
3479006|30000|3
3479117|51700|9
3479314|12900|3
3479454|23000|7
3479715|25000|5
3479785|164550|9
3479822|20000|4
3479870|7800|4
3480305|38400|6
3480530|51000|6
3480735|68500|6
3480870|12000|7
3481105|68280|8
3481444|18000|3
3481904|62000|8
3481982|98910|7
3482024|56500|9
3482400|34000|4
3482416|6000|2
3482430|14100|5
3483536|50000|6
3483626|25000|5
3483863|18700|3
3483901|35590|4
3484130|39000|7
3484397|66200|7
3484554|26500|6
3484560|103200|5
3484735|94800|7
3484757|17000|3
3484925|92000|7
3485305|191000|8
3485498|14200|4
3485540|57000|6
3485972|23220|3
3485982|7500|3
3486096|141000|9
3486279|65000|4
3486407|6000|4
3486417|85500|8
3486496|118000|9
3486578|70000|5
3486867|62500|4
3486941|42170|4
3487056|104810|6
3487116|46790|3
3487235|66700|7
3487365|84500|7
3487676|30000|9
3487753|42000|5
3488242|30200|2
3488361|15700|5
3488467|71100|9
3489473|71000|4
3489562|61200|9
3489652|23800|2
3490162|87500|8
3490347|16800|7
3490541|16800|4
3490638|42000|5
3490764|112200|8
3490947|6500|5
3491104|12000|2
3491120|21200|1
3491304|99500|9
3491461|167500|6
3491708|40300|6
3491810|106650|8
3491911|66710|9
3492025|16000|9
3492120|53000|4
3492160|113880|6
3492226|15000|5
3492266|141100|9
3492393|42000|5
3492415|148270|6
3492772|100500|5
3492909|83600|7
3492911|55200|6
3493529|19780|4
3493613|15200|4
3493818|2200|5
3493820|99700|6
3494537|32160|4
3494583|51290|5
3494645|94100|9
3494688|46390|7
3494762|102000|8
3494788|44200|5
3494844|8000|5
3495172|32970|4
3495180|30000|5
3495186|27500|6
3495350|34800|5
3495495|78400|5
3495663|40600|8
3495684|8200|5
3495704|24400|3
3495924|300|1
3496113|56900|6
3496505|137410|9
3496762|6000|3
3496940|47690|7
3497003|76200|5
3497298|112500|5
3498001|6000|4
3498472|60800|7
3498557|48500|6
3498860|128470|6
3498992|56400|7
3499508|45300|5
3499601|165500|4
3499695|59800|4
3499828|55700|2
3500209|57500|5
3500298|29000|3
3500458|34000|6
3500603|99000|8
3500960|113550|7
3501173|154000|9
6684485|135000|8
6684549|91000|5
6684805|88400|5
6684996|103600|8
6685407|31100|4
6685431|63000|5
6685468|26920|4
6685556|110360|7
6685648|27400|5
6685933|60000|4
6686223|40000|4
6686257|73000|6
6686269|177000|8
6686395|51000|4
6686604|35000|4
6686636|75000|2
6686883|30000|4
6686980|283700|7
6687078|28350|6
6687327|32090|4
6687379|52640|3
6687745|95000|8
6688014|48300|6
6688082|65200|8
6688668|13000|5
6688873|35000|4
6688879|106700|8
6688891|63000|4
6689258|50900|6
6689329|5330|3
6689546|34500|6
6689604|86000|7
6689829|48000|4
6689955|7800|2
6690048|86410|5
6690272|54400|5
6690397|95000|5
6690718|121000|5
6691031|29200|3
6691220|390|1
6691553|77438|5
6691714|20900|4
6691889|82000|5
6692063|16900|6
6692306|59800|9
6692322|46900|6
6692350|131220|6
6692373|13030|5
6692848|50000|6
6692971|88600|9
6693095|190850|7
6693138|64000|4
6693764|84400|9
6694141|78550|8
6694172|69100|5
6694274|130200|9
6694804|30300|9
6695368|189500|8
6695429|8100|5
6695471|248650|7
6695491|172000|4
6695597|24300|8
6695603|55000|4
6695637|44880|8
6695782|392300|5
6695832|33500|9
6695854|99000|9
6695975|89600|7
6696053|60800|6
6696220|49100|7
6696461|48000|6
6696499|21000|4
6696720|42000|5
6696850|85250|6
6697039|71900|4
6697061|95000|6
6697254|70000|4
6697555|24000|2
6697577|82710|6
6697603|165000|9
6698681|52300|5
6698938|18000|4
6699009|93400|8
6699069|63400|9
6699133|116740|7
6699145|11400|5
6699420|128400|6
6699478|14100|2
6699518|88000|5
6699800|38460|4
6699858|100600|8
6700014|41600|6
6700549|71100|8
6700601|25000|5
6700707|118560|7
6700751|16200|6
6700802|67300|6
6701006|26800|3
6701225|25600|4
6701603|57500|5
6701719|68000|4
6701791|27200|6
6701964|157150|8
6701994|24000|6
6702159|61510|5
6702817|10400|3
6703231|38000|6
6703418|18730|5
6703729|51000|6
6703735|123200|6
6703861|7500|5
6703874|98000|7
6704068|123600|3
6704345|85200|7
6704373|121300|6
6704699|20000|4
6705092|20300|4
6705183|23400|3
6705289|73220|6
6705329|19000|3
6705393|50000|6
6705434|327000|9
6705438|85000|6
6705524|19600|6
6705638|53300|7
6706510|108604|9
6706735|55000|2
6706950|10550|5
6707130|5000|2
6707217|113700|9
6707393|111100|5
6707654|22000|4
6707737|6600|2
6708279|33600|3
6708480|44700|5
6708702|40000|4
6708718|150000|7
6708887|77000|6
6708913|11820|3
6708949|20500|9
6708955|28200|6
6709022|32000|5
6709058|65000|9
6709200|15300|5
6709662|135150|8
6709777|67600|6
6709983|53300|8
6710030|85000|6
6710228|19000|5
6710315|87500|3
6710527|17600|6
6710536|69370|6
6710578|11400|2
6710692|16000|4
6710714|17600|3
6710762|52600|4
6710909|70200|7
6711331|70000|6
6711479|19200|6
6711572|153150|9
6711592|21300|7
6711682|54470|3
6711802|22530|4
6711989|11000|3
6712176|97000|7
6712180|12600|6
6712216|33600|5
6712439|111930|7
6712557|66170|7
6712740|25000|7
6712907|186800|8
6712909|90000|6
6712963|38100|6
6713288|60700|6
6713541|76000|4
6713842|4800|6
6713844|83000|6
6713854|123000|5
6714049|40700|5
6714539|24120|2
6714744|46940|6
6714905|79200|6
6715138|71000|3
6715248|22600|2
6715529|41500|4
6715579|64300|6
6715645|268500|6
6715736|14650|7
6715872|35990|6
6716047|195500|8
6716290|15700|5
6716935|63000|6
6717145|17900|3
6717159|16700|4
6717224|129700|8
6717298|51300|4
6717695|27000|3
6717704|36000|9
6717860|81100|8
6717934|37900|4
6718107|15000|1
6718248|50000|5
6718272|288700|8
6718316|70000|5
6718398|74200|6
6718655|8000|4
6719003|6700|6
6719677|38700|4
6719962|84500|8
6720382|139000|9
6720667|66200|5
6720782|15700|4
6720876|49100|6
6721014|115160|4
6721235|82000|5
6721275|10800|5
6721382|8400|5
6721450|10000|7
6721484|125700|9
6721657|84280|5
6721731|322250|4
6721832|167900|8
6721948|74800|6
6722163|37460|5
6722213|28900|8
6722277|72000|7
6722412|323500|9
6722416|24000|5
6722552|23500|6
6722595|6430|3
6722824|133850|9
6722834|41400|4
6722898|10430|6
6722916|20000|2
6722944|110200|6
6722982|86330|9
6723273|37200|8
6723452|76600|7
6723484|33500|4
6723609|67000|9
6723693|169900|9
6724145|70500|8
6724590|61200|9
6724866|22300|7
6725052|90200|4
6725096|51900|6
6725406|39830|6
6725747|4400|5
6725962|41300|5
6726153|114070|6
6726299|18600|6
6726630|40000|3
6726723|38200|4
6726916|151400|9
6727134|179700|9
6727279|335500|4
6727355|90600|9
6727496|30000|2
6727612|60000|5
6727697|51870|8
6727897|17000|2
6728241|142400|9
6728500|165000|7
6728727|44600|5
6728807|7700|2
6728809|80000|5
6728857|45700|4
6728889|88050|8
6728935|43000|7
6729325|4800|2
6729592|114700|7
6729650|108000|5
6729698|9000|4
6729710|79700|7
6729733|47400|4
6729927|38000|6
6729929|13700|4
6729939|1300|5
6730178|62600|5
6730315|221700|9
6730389|43200|6
6730427|144000|6
6730528|7700|1
6730606|78300|9
6730724|25800|4
6731184|400|6
6731230|19000|3
6731331|480|2
6731447|9200|3
6731754|97500|5
6732513|40600|2
6732740|19000|7
6732953|684700|8
6732967|164100|7
6733313|16600|5
6733664|65500|5
6733726|45400|4
6733997|86000|6
6734116|36500|8
6734399|91100|8
6734569|43000|6
6734662|33000|6
6734814|29400|6
6735435|69800|3
6735531|88000|7
6735571|30000|8
6735784|301000|9
6735828|616000|9
6735897|60400|6
6736407|61700|6
6736497|82000|6
6737031|177800|7
6737210|339000|8
6737232|9900|3
6737527|37000|5
6737768|131900|3
6737788|25800|8
6738113|74960|8
6738121|93900|9
6738264|45600|7
6738364|11500|7
6738408|48500|4
6738583|75000|7
6738643|56600|3
6738766|3040|5
6738870|70800|4
6738916|56400|6
6739707|72030|5
6739846|77800|4
6740011|97300|9
6740071|49000|5
6740491|80000|3
6740527|63000|6
6740591|52700|3
6740639|139000|9
6740822|23000|4
6740828|27400|2
6741067|29300|7
6741151|96300|9
6741348|28000|4
6741350|13300|8
6741398|10800|4
6741488|40300|5
6741910|100000|9
6742017|75000|7
6742037|48300|6
6742366|7500|4
6742551|42970|6
6742633|33110|9
6742687|44200|6
6742912|18800|8
6743595|114900|7
6743854|100000|1
6744452|78410|6
6744492|61000|6
6744641|129000|9
6744717|66000|6
6745076|124500|5
6745082|61000|5
6745125|138400|9
6745458|343500|9
6745639|30000|6
6745884|38000|6
6746026|14500|3
6746382|167000|5
6746560|107820|9
6746677|10100|5
6747070|125000|8
6747526|150000|8
6747765|6500|4
6748259|26650|7
6748301|10800|3
6748351|24400|4
6748632|48000|5
6748733|5000|4
6748767|151500|6
6748839|34900|9
6748877|36500|3
6749062|12500|3
6749351|14000|7
6749361|44700|6
6749431|55000|6
6749482|27180|5
6749542|111500|9
6749684|38500|4
6749811|21760|7
6750084|48600|2
6750124|67150|7
6750146|2000|1
6751099|11600|3
6751159|49000|4
6751254|9600|5
6751270|5500|3
6751376|33000|9
6751386|141000|7
6751438|53500|6
6751746|69700|6
6751902|28800|7
6752346|77100|7
6752484|83000|7
6752621|71000|7
6752691|17600|6
6752794|75000|8
6753237|58000|5
6753547|333400|6
6753595|43800|4
3501185|28000|7
3501854|66000|7
3502281|110000|3
3502317|64000|5
3502998|10420|8
3503331|74400|3
3503424|102000|8
3503504|350604|9
3503568|35000|3
3503787|126700|5
3503966|99100|7
3504020|48000|6
3504042|54000|4
3504227|51200|7
3504243|139000|9
3504645|10100|4
3504653|110000|8
3504805|143000|8
3505058|8000|4
3505229|117000|6
3505275|14000|3
3505946|15190|5
3505996|15150|2
3506034|8300|5
3506068|30500|4
3506080|143000|7
3506375|49800|4
3506407|7500|3
3506741|10400|3
3506861|77000|5
3507070|10200|3
3507114|177670|5
3507150|15300|6
3507168|76790|4
3507317|129900|9
3507482|373000|6
3507524|6304|5
3507751|74900|5
3508116|48700|5
3508140|119000|5
3508479|53000|5
3508586|18100|5
3508801|53500|5
3508963|84530|5
3509082|8300|5
3509096|36800|6
3509251|125300|9
3509271|14800|5
3509379|102400|6
3509415|108000|7
3510011|22500|1
3510096|52000|6
3510369|95700|7
3510375|54900|6
3510489|42500|6
3510501|63000|4
3510513|46200|5
3510570|50090|7
3510764|72800|5
3511056|29400|6
3511309|36800|6
3511610|17100|5
3511620|146450|5
3511634|39000|5
3511891|84000|6
3511971|20500|3
3512112|45000|5
3512210|137600|6
3512323|101000|5
3512584|52800|7
3512604|48640|6
3513192|44500|9
3514067|44200|5
3514085|40000|3
3514188|26600|4
3514212|106800|9
3514818|61300|6
3514826|10740|5
3514846|84900|3
3514860|69420|6
3515019|82000|7
3515073|42000|5
3515752|50050|3
3515796|29400|7
3516029|1100|5
3516278|34000|6
3516326|38000|4
3516720|13900|8
3516822|16000|2
3517248|67300|6
3517306|78400|6
3517380|41600|5
3517386|106240|7
3517537|30000|1
3517653|62000|9
3518191|38000|6
3518284|8300|6
3518296|180300|5
3518314|49000|7
3518344|75000|2
3518643|81930|5
3518730|7500|4
3518794|56000|9
3518826|128000|7
3519091|47180|7
3519221|183000|5
3519274|65000|7
3519527|100000|5
3519615|81400|6
3519635|29000|5
3519731|80400|5
3519748|16800|7
3519774|61220|1
3519980|45000|6
3520055|76170|7
3520404|12510|3
3520448|58000|5
3520504|33000|6
3520619|432000|6
3521506|52000|7
3521603|35000|9
3521627|64210|4
3522079|4800|3
3522093|28780|5
3522249|91000|3
3522318|31900|3
3522518|29730|5
3522683|43400|6
3522828|97900|7
3523034|14400|7
3523062|41900|9
3523105|53000|4
3523179|135300|3
3523267|24000|4
3523313|135400|7
3523805|44000|4
3523831|102000|7
3524020|83000|4
3524149|1100|5
3524169|9630|5
3524864|97500|6
3524928|11200|4
3525112|22500|4
3525386|51400|6
3525723|153900|9
3525833|110000|9
3525950|7500|3
3526066|110000|2
3526277|42000|5
3526897|36000|5
3527020|82700|5
3527154|52150|6
3527245|6200|1
3527325|120000|9
3527363|282000|9
3527428|110300|7
3528092|88700|6
3528144|39900|4
3528150|34200|7
3528369|9100|3
3528381|30000|4
3528815|62000|4
3528885|46520|6
3528957|67500|6
3529088|75020|7
3529116|24800|5
3529265|2660|2
3529311|34000|6
3529369|33590|6
3529377|70910|7
3529423|51500|5
3529476|46000|9
3529628|136000|7
3529686|78800|9
3529737|7670|9
3529963|63500|4
3530052|69000|8
3530126|75000|4
3530226|110500|8
3530273|29000|3
3530297|174000|9
3530337|22000|4
3530642|14800|2
3530666|82700|4
3530730|82600|5
3530909|90150|6
3531001|1480|6
3531184|44000|7
3531427|68410|8
3531445|76000|6
3531517|13700|6
3531756|153800|9
3531967|74200|5
3532034|35500|5
3532124|10440|2
3532716|47000|5
3532774|119710|7
3532778|13300|2
3532891|98560|8
3533142|52290|5
3533186|87400|6
3533194|214150|9
3533234|155000|4
3533413|123000|7
3533459|46000|7
3533509|9600|5
3533714|75200|7
3534136|47100|6
3534174|112200|6
3534204|8800|2
3534427|481600|9
3534433|77000|5
3534529|59000|6
3534766|24800|5
3534981|18900|4
3535039|19000|3
3535124|15000|3
3535232|62500|6
3535282|32600|5
3535899|10000|2
3535985|36640|9
3536125|69000|7
3536389|42000|6
3536762|2400|5
3537049|95700|9
3537158|73000|6
3537172|33250|2
3537290|11500|6
3537392|36180|4
3537441|11600|5
3537549|167000|3
3537601|13800|5
3537633|23000|6
3537661|12500|6
3537852|82500|6
3538059|68800|7
3538529|90200|8
3538617|60700|5
3539313|18700|5
3539528|34500|3
3539544|12900|5
3539582|40000|6
3539646|13200|5
3539901|9800|6
3539935|70100|3
3540237|25500|6
3540243|103200|8
3540508|62800|9
3540767|142000|6
3540943|65000|9
3541367|23400|5
3541508|116804|7
3541624|82000|6
3541694|20000|6
3541885|49300|6
3542064|118400|8
3542160|88000|5
3542411|76700|9
3542443|19200|4
3542445|51310|7
3542499|17100|7
3542799|53000|6
3542877|66800|8
3542889|45000|3
3542941|108180|7
3543230|60000|2
3543248|20380|5
3543286|70000|6
3543323|128000|6
3543485|58000|4
3543511|20400|8
3543790|95200|7
3543837|37760|6
3543981|48700|9
3543991|46800|6
3544415|31340|4
3544543|38000|3
3544549|35300|2
3545033|168920|8
3545176|32400|2
3545298|102100|9
3545399|31400|1
3545437|21000|6
3545850|8600|6
3546515|37000|6
3546644|110000|6
3546648|89660|7
3546744|10330|3
3547631|7500|3
3547656|27700|5
3547746|11800|4
3547748|40000|3
3547947|35000|8
3548127|9200|4
3548310|374700|9
3548348|23200|2
3548429|19400|5
3548501|56500|3
3548706|30200|6
3548995|88000|6
3549049|57150|8
3549147|80000|4
3549298|60000|5
3549402|27000|7
3549527|45200|8
3549698|78780|5
3549708|54900|5
3549932|152200|9
3549969|92510|6
3549983|11600|4
3550065|24300|7
3550197|112700|8
3550290|42200|4
3550854|17600|5
3551153|43060|9
3551254|90200|6
3552085|60000|4
3552314|91000|6
3552442|41100|7
3552488|205360|8
3552643|148700|9
3552711|11600|3
3552828|44700|2
3552868|29000|7
3553057|26200|4
3553470|90000|8
3553663|169000|8
3553886|115000|9
3553942|73200|5
3554101|90000|6
3554171|90000|5
3554492|93500|6
3554512|74800|8
3554587|81600|5
3555261|48000|2
3555315|76500|5
3555342|22780|4
3555426|131000|8
3555444|323000|9
3555528|53240|5
3555795|35910|4
3555860|37500|6
3556490|33900|6
3556566|98000|9
3556735|27800|4
3556737|151000|9
3556779|75590|7
3556920|52200|8
3557036|58000|2
3557056|43000|6
3557705|8400|3
3557892|50000|4
3558231|26760|4
3558259|43800|5
3558381|62910|7
3558454|12350|8
3558506|387000|9
3558739|59500|5
3559002|620|6
3559142|169000|5
3559215|105000|7
3559251|134000|8
3559307|68700|6
3559472|34000|3
3559717|32000|9
3560201|52000|4
3560737|108700|7
3560879|64020|6
3560901|80000|5
3561100|38000|5
3561227|67000|7
3561373|150000|7
3561652|108400|9
3561666|97290|8
3561897|83880|4
3561977|327000|8
3562220|11900|4
3562329|32150|8
3562429|79000|6
3562471|42000|2
3562734|66600|5
3562939|68700|5
3563260|47700|6
3563357|83000|9
3563447|74570|7
3563989|54000|6
3564072|22300|5
3564499|94000|7
3564646|45000|4
3564674|82900|9
3564724|24700|3
3564774|71700|6
