sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
8623,F,22,R,2,3,other,at_home,yes,yes,yes,yes,81,Central,53,Private,Commerce,80,Comm&Mgmt,No,63,Mkt&HR,89,Placed,200000
8624,F,22,R,2,4,at_home,services,no,no,yes,no,82,State,54,Central,Arts,87,Sci&Tech,No,95,Mkt&HR,67,Placed,350000
8625,M,18,R,4,3,other,health,yes,no,yes,yes,64,Central,81,Central,Arts,82,Sci&Tech,No,72,Mkt&Fin,79,Placed,200000
8626,F,21,U,2,4,other,services,yes,yes,yes,yes,62,Central,61,State,Science,50,Comm&Mgmt,Yes,80,Mkt&HR,56,Placed,200000
8627,M,19,U,3,1,services,health,no,yes,no,no,55,Central,68,Central,Commerce,93,Sci&Tech,No,75,Mkt&Fin,58,Placed,300000
8628,M,21,U,3,2,services,other,yes,no,yes,yes,67,State,84,Central,Arts,59,Sci&Tech,Yes,93,Mkt&Fin,54,Placed,355000
8629,M,18,R,3,3,other,teacher,yes,yes,yes,yes,59,Central,62,Private,Arts,73,Comm&Mgmt,Yes,61,Mkt&Fin,81,Placed,250000
8630,F,18,U,4,2,other,health,yes,yes,yes,yes,50,Private,84,Private,Science,55,Sci&Tech,No,63,Mkt&Fin,87,Not Placed,
8631,F,22,U,3,2,health,teacher,yes,yes,yes,yes,57,Central,59,Private,Arts,87,Sci&Tech,No,52,Mkt&HR,77,Not Placed,
8632,F,22,U,2,1,at_home,services,yes,no,no,yes,76,Private,93,Private,Arts,87,Sci&Tech,Yes,84,Mkt&HR,54,Placed,250000
8633,M,20,R,4,3,health,at_home,yes,yes,yes,no,65,Central,60,State,Arts,67,Comm&Mgmt,No,69,Mkt&HR,85,Placed,350000
8634,F,22,U,4,3,teacher,at_home,no,no,yes,yes,87,State,57,State,Arts,61,Sci&Tech,No,67,Mkt&HR,93,Placed,200000
8635,F,22,U,1,2,other,other,yes,no,no,no,60,State,71,Private,Science,59,Comm&Mgmt,Yes,71,Mkt&Fin,52,Not Placed,
8636,F,22,R,1,1,teacher,at_home,no,no,no,yes,91,State,94,Private,Science,85,Comm&Mgmt,No,54,Mkt&Fin,60,Not Placed,
8637,F,21,U,4,1,health,services,yes,yes,no,no,82,Private,71,Private,Commerce,72,Comm&Mgmt,No,61,Mkt&HR,84,Not Placed,
8638,F,18,R,4,4,services,at_home,no,yes,yes,yes,60,Central,72,Private,Arts,73,Comm&Mgmt,No,76,Mkt&HR,63,Placed,400000
8639,F,18,U,2,3,other,services,yes,yes,yes,yes,72,State,55,Private,Arts,84,Sci&Tech,Yes,95,Mkt&HR,71,Placed,250000
8640,M,18,U,2,4,teacher,other,no,yes,yes,yes,93,Central,84,State,Science,54,Comm&Mgmt,Yes,62,Mkt&Fin,63,Placed,255000
8641,F,18,R,4,1,other,health,no,no,no,no,70,State,61,Central,Arts,68,Sci&Tech,No,80,Mkt&Fin,59,Placed,300000
8642,F,20,R,1,4,teacher,services,no,yes,yes,yes,66,State,85,State,Science,89,Comm&Mgmt,No,50,Mkt&HR,56,Not Placed,
8643,M,20,U,2,4,at_home,teacher,yes,yes,no,yes,51,Private,67,State,Commerce,76,Sci&Tech,No,51,Mkt&Fin,72,Placed,400000
8644,M,23,U,1,3,health,services,yes,yes,yes,no,60,State,69,State,Arts,90,Comm&Mgmt,Yes,66,Mkt&HR,95,Not Placed,
8645,M,22,U,1,3,health,at_home,yes,yes,no,no,75,Central,60,State,Arts,80,Comm&Mgmt,No,69,Mkt&HR,67,Not Placed,
8646,F,22,U,1,2,health,at_home,yes,no,no,no,53,State,74,Central,Science,56,Sci&Tech,No,77,Mkt&Fin,89,Not Placed,
8647,F,19,R,1,1,health,health,no,no,no,yes,50,Private,83,Central,Arts,85,Comm&Mgmt,No,78,Mkt&Fin,92,Placed,400000
8648,M,22,U,4,3,teacher,at_home,no,no,no,no,88,Central,61,State,Commerce,67,Sci&Tech,Yes,85,Mkt&HR,89,Not Placed,
8649,M,20,R,4,2,health,other,no,yes,yes,no,59,Central,89,State,Commerce,94,Comm&Mgmt,No,83,Mkt&Fin,86,Placed,400000
8650,M,22,U,4,3,at_home,at_home,no,no,yes,no,89,Private,50,State,Commerce,91,Comm&Mgmt,Yes,79,Mkt&HR,93,Placed,250000
8651,F,22,U,4,2,other,other,yes,no,yes,yes,69,Private,88,Private,Arts,73,Comm&Mgmt,Yes,63,Mkt&HR,71,Not Placed,
8652,M,23,R,2,2,at_home,other,yes,no,no,no,71,Central,76,Central,Commerce,73,Comm&Mgmt,No,65,Mkt&Fin,61,Not Placed,
8653,M,19,U,3,3,at_home,services,no,no,no,yes,74,State,84,State,Commerce,59,Comm&Mgmt,Yes,87,Mkt&HR,71,Placed,200000
8654,F,18,R,2,3,at_home,at_home,no,yes,yes,yes,82,State,64,Central,Commerce,59,Sci&Tech,Yes,72,Mkt&HR,73,Not Placed,
8655,F,21,U,2,1,other,at_home,no,no,yes,yes,56,Central,55,State,Arts,81,Comm&Mgmt,Yes,51,Mkt&Fin,86,Not Placed,
8656,M,20,U,2,1,teacher,services,no,yes,no,no,53,Private,64,Private,Science,91,Sci&Tech,Yes,59,Mkt&Fin,53,Placed,400000
8657,F,18,R,1,1,other,teacher,yes,yes,yes,yes,88,State,82,Private,Arts,94,Sci&Tech,Yes,81,Mkt&Fin,62,Placed,250000
8658,F,22,R,4,2,services,other,no,no,yes,no,57,State,94,State,Arts,52,Sci&Tech,Yes,80,Mkt&HR,51,Not Placed,
8659,F,21,R,4,1,at_home,services,no,no,no,yes,81,Private,60,State,Commerce,71,Comm&Mgmt,No,70,Mkt&HR,79,Placed,250000
8660,F,23,U,3,1,other,health,no,no,no,no,67,State,67,Central,Science,50,Sci&Tech,No,78,Mkt&HR,54,Not Placed,
8661,F,18,R,4,1,other,at_home,yes,yes,yes,yes,90,Central,61,Private,Science,52,Comm&Mgmt,No,94,Mkt&HR,55,Placed,350000
8662,M,18,U,4,2,at_home,teacher,yes,no,no,yes,93,Private,64,Private,Science,65,Comm&Mgmt,Yes,54,Mkt&HR,67,Placed,400000
8663,M,20,R,1,3,health,services,no,yes,yes,yes,85,State,94,Private,Commerce,70,Comm&Mgmt,No,79,Mkt&HR,72,Not Placed,
8664,F,21,U,3,2,services,health,yes,yes,no,no,87,State,92,Private,Science,65,Comm&Mgmt,Yes,60,Mkt&Fin,91,Placed,250000
8665,F,21,R,2,3,health,at_home,yes,yes,yes,yes,59,Central,95,Central,Arts,72,Sci&Tech,Yes,73,Mkt&Fin,90,Placed,400000
8666,M,22,R,3,1,services,teacher,no,yes,yes,yes,68,Private,76,State,Commerce,95,Sci&Tech,Yes,68,Mkt&HR,86,Placed,250000
8667,M,19,U,2,1,at_home,teacher,no,yes,no,yes,54,Private,69,Central,Science,69,Sci&Tech,Yes,78,Mkt&Fin,74,Placed,400000
8668,M,23,R,1,3,at_home,health,yes,yes,no,yes,62,Private,58,State,Commerce,64,Sci&Tech,No,89,Mkt&Fin,90,Placed,400000
8669,M,18,R,2,3,teacher,services,yes,no,no,yes,60,Central,76,State,Commerce,60,Comm&Mgmt,Yes,70,Mkt&Fin,59,Placed,300000
8670,F,22,R,1,4,other,health,yes,no,yes,yes,94,Central,57,Central,Arts,86,Comm&Mgmt,No,67,Mkt&HR,68,Placed,300000
8671,F,23,U,4,4,teacher,other,no,no,yes,yes,63,Central,58,Central,Arts,62,Sci&Tech,Yes,79,Mkt&HR,52,Placed,300000
8672,F,19,R,3,4,at_home,teacher,no,yes,yes,yes,62,State,55,Private,Arts,71,Comm&Mgmt,Yes,80,Mkt&HR,73,Placed,300000
8673,F,23,U,3,2,other,health,no,yes,no,no,82,Private,83,Central,Arts,80,Sci&Tech,No,92,Mkt&Fin,52,Not Placed,
8674,M,21,U,2,2,other,health,no,yes,yes,yes,84,Private,76,Central,Science,89,Comm&Mgmt,No,67,Mkt&HR,86,Not Placed,
8675,M,21,R,4,4,at_home,at_home,yes,no,yes,no,90,State,87,State,Commerce,59,Sci&Tech,Yes,62,Mkt&HR,53,Not Placed,
8676,M,20,R,4,2,at_home,health,yes,no,yes,yes,71,State,88,State,Commerce,84,Comm&Mgmt,No,88,Mkt&HR,88,Placed,255000
8677,M,20,R,3,1,at_home,health,no,yes,no,no,95,Private,59,Central,Commerce,80,Sci&Tech,No,51,Mkt&HR,65,Placed,200000
8678,M,23,U,3,1,other,teacher,yes,no,yes,no,74,Private,73,Central,Arts,76,Sci&Tech,No,51,Mkt&HR,95,Placed,200000
8679,F,19,U,1,1,services,other,no,no,no,yes,76,Central,68,Central,Arts,72,Comm&Mgmt,Yes,92,Mkt&Fin,58,Not Placed,
8680,M,18,U,2,3,teacher,at_home,no,yes,no,yes,55,Private,69,State,Commerce,62,Sci&Tech,Yes,52,Mkt&HR,92,Placed,200000
8681,M,22,R,4,2,at_home,other,yes,no,yes,yes,79,State,51,State,Arts,72,Comm&Mgmt,No,69,Mkt&HR,92,Not Placed,
8682,M,21,R,3,1,teacher,other,yes,yes,no,no,50,Central,90,Private,Commerce,66,Comm&Mgmt,No,53,Mkt&Fin,81,Not Placed,
8683,M,20,R,3,1,teacher,at_home,yes,no,no,yes,68,Private,66,Central,Commerce,74,Sci&Tech,No,64,Mkt&HR,76,Not Placed,
8684,M,23,U,4,4,at_home,other,yes,yes,no,no,85,Private,66,State,Science,72,Sci&Tech,Yes,86,Mkt&Fin,54,Not Placed,
8685,M,23,R,1,1,health,services,no,yes,no,yes,90,Private,70,Private,Arts,73,Sci&Tech,Yes,79,Mkt&HR,68,Not Placed,
8686,M,18,U,1,1,services,health,no,no,yes,yes,74,Private,68,State,Science,54,Comm&Mgmt,Yes,50,Mkt&Fin,83,Placed,250000
8687,M,20,R,3,3,other,at_home,yes,yes,no,yes,63,Private,55,Private,Arts,87,Comm&Mgmt,Yes,66,Mkt&Fin,92,Not Placed,
8688,F,20,U,3,4,at_home,teacher,yes,yes,no,no,64,Central,61,Private,Commerce,65,Comm&Mgmt,Yes,57,Mkt&HR,90,Placed,500000
8689,F,19,R,4,3,health,other,no,no,yes,no,80,State,82,Private,Commerce,65,Sci&Tech,No,87,Mkt&HR,53,Not Placed,
8690,F,22,R,3,2,at_home,other,yes,no,yes,yes,52,State,54,Central,Arts,61,Sci&Tech,No,62,Mkt&HR,82,Placed,350000
8691,M,20,R,1,2,services,health,no,yes,yes,no,88,Central,50,Central,Commerce,91,Comm&Mgmt,Yes,89,Mkt&Fin,64,Placed,200000
8692,F,21,U,4,1,services,other,no,no,yes,yes,56,State,65,Private,Commerce,85,Comm&Mgmt,Yes,82,Mkt&HR,74,Placed,350000
8693,F,22,U,3,4,other,other,no,no,yes,no,86,State,63,State,Arts,80,Comm&Mgmt,Yes,71,Mkt&HR,86,Placed,400000
8694,F,18,R,3,2,teacher,services,no,yes,no,yes,76,Central,50,Central,Commerce,62,Comm&Mgmt,No,77,Mkt&Fin,54,Placed,250000
8695,F,21,R,2,4,at_home,at_home,yes,yes,yes,yes,93,Central,77,State,Arts,82,Comm&Mgmt,No,56,Mkt&HR,66,Placed,200000
8696,F,20,R,4,2,teacher,other,yes,yes,no,yes,64,Private,74,Private,Arts,55,Comm&Mgmt,Yes,72,Mkt&Fin,68,Not Placed,
8697,F,18,U,3,4,teacher,teacher,yes,yes,no,yes,94,State,88,State,Commerce,64,Comm&Mgmt,No,85,Mkt&HR,79,Placed,250000
8698,M,18,U,3,1,teacher,services,no,yes,yes,no,75,Central,92,State,Arts,91,Sci&Tech,Yes,83,Mkt&Fin,92,Placed,400000
8699,M,23,R,1,2,teacher,services,no,yes,yes,no,89,State,63,Central,Arts,70,Comm&Mgmt,Yes,82,Mkt&Fin,91,Not Placed,
8700,M,22,R,4,2,services,teacher,no,no,no,yes,61,Private,62,State,Arts,66,Sci&Tech,Yes,53,Mkt&HR,93,Not Placed,
8701,M,21,U,3,4,services,services,no,no,no,yes,93,Central,75,State,Arts,55,Comm&Mgmt,Yes,58,Mkt&Fin,89,Not Placed,
8702,M,21,R,1,2,teacher,at_home,no,yes,no,no,81,Private,83,Private,Commerce,50,Comm&Mgmt,No,79,Mkt&Fin,95,Placed,350000
8703,M,22,U,1,1,health,health,yes,no,no,yes,61,Private,53,Central,Arts,62,Sci&Tech,No,75,Mkt&Fin,81,Placed,200000
8704,M,23,R,1,3,other,at_home,no,no,yes,no,53,State,54,State,Science,55,Comm&Mgmt,No,75,Mkt&HR,63,Not Placed,
8705,F,19,U,3,1,health,health,no,yes,no,no,80,Central,83,Central,Arts,84,Sci&Tech,No,58,Mkt&HR,86,Not Placed,
8706,M,18,U,2,1,teacher,services,yes,no,yes,yes,90,Central,57,Central,Commerce,61,Sci&Tech,No,52,Mkt&Fin,77,Not Placed,
8707,F,18,U,3,2,at_home,at_home,yes,yes,no,no,57,Private,84,Private,Commerce,88,Comm&Mgmt,No,72,Mkt&HR,91,Placed,400000
8708,M,20,R,2,4,other,teacher,yes,yes,no,yes,65,State,83,Central,Commerce,68,Sci&Tech,No,63,Mkt&HR,62,Not Placed,
8709,F,20,U,3,1,other,teacher,no,yes,no,yes,77,State,89,Central,Science,95,Comm&Mgmt,No,51,Mkt&Fin,52,Placed,200000
8710,F,18,U,2,2,services,at_home,yes,yes,yes,yes,71,State,53,State,Commerce,78,Comm&Mgmt,No,90,Mkt&HR,77,Not Placed,
8711,M,18,R,3,4,services,services,no,no,yes,yes,61,Central,75,State,Arts,93,Sci&Tech,No,93,Mkt&Fin,88,Placed,350000
8712,M,22,U,3,4,other,other,yes,no,yes,no,58,Private,79,Central,Science,59,Sci&Tech,Yes,79,Mkt&HR,88,Not Placed,
8713,M,19,U,2,4,at_home,teacher,no,yes,yes,yes,75,Private,53,Central,Science,74,Sci&Tech,No,92,Mkt&Fin,86,Not Placed,
8714,M,23,U,4,1,teacher,teacher,yes,no,no,no,95,Central,60,State,Arts,53,Comm&Mgmt,No,58,Mkt&Fin,73,Not Placed,
8715,M,20,U,2,1,services,at_home,yes,yes,no,yes,66,Central,94,State,Arts,66,Comm&Mgmt,Yes,86,Mkt&Fin,89,Placed,300000
8716,F,20,U,1,3,other,health,yes,no,yes,yes,93,Private,76,State,Arts,87,Sci&Tech,No,55,Mkt&Fin,65,Not Placed,
8717,M,22,R,1,3,at_home,other,yes,yes,yes,no,65,Central,83,Private,Arts,91,Sci&Tech,Yes,77,Mkt&Fin,71,Not Placed,
8718,F,23,R,2,3,at_home,other,no,yes,yes,yes,69,Private,77,Private,Commerce,50,Sci&Tech,Yes,61,Mkt&HR,95,Not Placed,
8719,M,23,U,2,1,teacher,services,yes,yes,yes,no,69,Central,62,State,Commerce,92,Comm&Mgmt,No,79,Mkt&Fin,69,Placed,350000
8720,M,18,U,3,3,other,at_home,yes,no,yes,yes,82,Central,68,Private,Arts,72,Sci&Tech,No,87,Mkt&Fin,93,Placed,400000
8721,M,22,R,2,2,services,services,yes,yes,no,yes,79,State,58,State,Commerce,81,Sci&Tech,Yes,74,Mkt&Fin,71,Placed,350000
8722,F,22,R,4,3,at_home,other,no,yes,yes,no,61,Central,85,Central,Commerce,79,Comm&Mgmt,Yes,68,Mkt&Fin,70,Placed,350000
8723,F,21,R,3,4,at_home,other,no,no,no,yes,73,Private,85,Central,Commerce,51,Sci&Tech,No,55,Mkt&HR,51,Not Placed,
8724,M,22,R,4,3,services,teacher,yes,yes,no,no,71,Central,58,State,Arts,72,Comm&Mgmt,No,92,Mkt&Fin,70,Not Placed,
8725,F,23,R,3,4,at_home,at_home,no,yes,yes,yes,72,Private,74,State,Science,58,Comm&Mgmt,No,60,Mkt&HR,75,Not Placed,
8726,F,19,R,4,1,services,teacher,yes,no,no,yes,87,Private,57,State,Commerce,79,Comm&Mgmt,No,71,Mkt&Fin,83,Placed,300000
8727,M,20,R,2,3,other,at_home,yes,yes,yes,yes,83,Private,90,State,Arts,75,Comm&Mgmt,Yes,58,Mkt&HR,50,Not Placed,
8728,M,22,U,2,2,teacher,other,yes,no,yes,no,72,State,79,State,Science,71,Sci&Tech,Yes,53,Mkt&HR,60,Not Placed,
8729,F,23,U,2,3,other,at_home,yes,no,yes,yes,52,State,75,Private,Arts,60,Comm&Mgmt,Yes,77,Mkt&Fin,57,Not Placed,
8730,M,19,R,2,1,at_home,health,no,yes,yes,no,82,Central,63,State,Arts,55,Sci&Tech,No,91,Mkt&Fin,93,Not Placed,
8731,F,22,R,1,4,teacher,services,no,yes,yes,yes,88,Private,58,State,Arts,71,Comm&Mgmt,Yes,64,Mkt&HR,58,Not Placed,
8732,F,18,U,3,2,teacher,other,yes,yes,no,no,50,Central,86,Central,Science,90,Sci&Tech,No,71,Mkt&HR,71,Placed,350000
8733,M,23,R,3,2,at_home,services,no,yes,yes,yes,73,Private,66,Central,Arts,62,Sci&Tech,No,63,Mkt&HR,65,Not Placed,
8734,M,21,U,2,3,health,other,no,yes,yes,yes,53,Private,76,State,Arts,71,Sci&Tech,No,62,Mkt&Fin,65,Placed,300000
8735,M,22,R,1,2,teacher,health,yes,no,no,no,57,State,80,Private,Commerce,85,Sci&Tech,Yes,83,Mkt&Fin,64,Not Placed,
8736,F,22,U,2,4,teacher,health,no,yes,yes,yes,53,State,59,Private,Science,51,Sci&Tech,Yes,76,Mkt&HR,68,Placed,250000
8737,M,23,R,1,2,other,services,yes,yes,yes,yes,68,Private,52,Central,Arts,50,Sci&Tech,No,92,Mkt&Fin,87,Not Placed,
8738,F,23,R,1,4,services,teacher,yes,yes,no,no,60,Private,84,Private,Arts,94,Sci&Tech,No,88,Mkt&Fin,81,Not Placed,
8739,F,21,R,4,2,at_home,services,no,no,no,no,80,State,76,Private,Arts,71,Comm&Mgmt,No,93,Mkt&HR,77,Placed,350000
8740,F,21,U,1,3,at_home,teacher,yes,no,no,no,72,Central,54,State,Commerce,67,Comm&Mgmt,No,95,Mkt&HR,83,Placed,300000
8741,F,19,R,3,2,health,other,yes,yes,yes,yes,86,Central,76,State,Commerce,62,Comm&Mgmt,Yes,73,Mkt&HR,90,Placed,400000
8742,M,22,R,4,4,at_home,teacher,yes,no,no,yes,87,Private,74,State,Commerce,74,Sci&Tech,No,54,Mkt&Fin,67,Placed,450000
8743,F,21,U,2,2,services,teacher,no,yes,yes,yes,63,Central,68,Private,Science,64,Comm&Mgmt,Yes,84,Mkt&HR,56,Not Placed,
8744,F,22,U,1,3,health,services,no,no,no,yes,87,State,74,State,Commerce,81,Comm&Mgmt,Yes,60,Mkt&Fin,51,Placed,250000
8745,F,22,U,2,2,health,at_home,no,yes,no,no,70,Private,93,Central,Arts,90,Comm&Mgmt,No,75,Mkt&HR,76,Not Placed,
8746,F,19,R,4,3,at_home,at_home,no,no,no,yes,72,Private,54,State,Arts,77,Sci&Tech,No,50,Mkt&HR,74,Not Placed,
8747,M,23,R,4,1,teacher,teacher,no,yes,no,yes,88,Private,81,State,Arts,91,Sci&Tech,No,59,Mkt&HR,70,Not Placed,
8748,M,20,R,1,4,at_home,at_home,yes,no,no,no,86,State,54,Central,Science,77,Comm&Mgmt,Yes,61,Mkt&Fin,77,Placed,400000
8749,M,22,U,3,1,teacher,health,yes,yes,no,yes,58,Central,87,State,Commerce,88,Comm&Mgmt,Yes,71,Mkt&Fin,81,Placed,300000
8750,M,20,R,1,1,other,health,yes,yes,yes,yes,69,Private,64,Central,Arts,82,Comm&Mgmt,No,53,Mkt&Fin,86,Not Placed,
8751,M,23,U,4,4,teacher,other,no,yes,yes,no,70,Central,67,Private,Arts,78,Comm&Mgmt,Yes,86,Mkt&Fin,94,Placed,250000
8752,F,23,R,1,1,health,teacher,yes,yes,yes,no,88,State,81,Private,Arts,54,Comm&Mgmt,Yes,90,Mkt&Fin,58,Not Placed,
8753,M,21,U,1,3,at_home,other,yes,no,no,yes,63,Central,73,Private,Science,81,Comm&Mgmt,No,50,Mkt&HR,58,Placed,300000
8754,M,23,R,2,4,at_home,other,yes,no,no,yes,84,Private,63,Private,Commerce,91,Comm&Mgmt,Yes,61,Mkt&Fin,51,Placed,300000
8755,F,21,U,4,3,at_home,health,yes,no,no,yes,89,Central,54,Central,Arts,88,Sci&Tech,Yes,63,Mkt&Fin,86,Not Placed,
8756,F,21,U,3,1,other,other,no,yes,no,no,84,Private,95,Private,Commerce,63,Comm&Mgmt,Yes,55,Mkt&Fin,81,Placed,250000
8757,F,21,R,3,4,teacher,services,yes,no,yes,yes,53,Central,95,Central,Commerce,84,Sci&Tech,No,79,Mkt&Fin,92,Placed,350000
8758,F,18,U,1,2,other,other,yes,yes,yes,no,74,State,64,State,Arts,69,Sci&Tech,No,54,Mkt&Fin,73,Not Placed,
8759,F,21,U,1,1,teacher,services,yes,yes,no,yes,85,Private,60,State,Arts,53,Comm&Mgmt,Yes,62,Mkt&Fin,52,Not Placed,
8760,M,21,R,4,1,at_home,teacher,no,yes,yes,no,55,State,88,Central,Arts,58,Comm&Mgmt,No,94,Mkt&HR,76,Placed,300000
8761,M,18,R,4,3,teacher,teacher,no,yes,yes,yes,57,Central,72,State,Commerce,67,Sci&Tech,No,87,Mkt&Fin,70,Placed,300000
8762,F,23,U,1,4,teacher,at_home,no,no,no,yes,74,Central,82,Central,Commerce,68,Sci&Tech,No,53,Mkt&Fin,53,Placed,400000
8763,F,21,U,4,1,teacher,health,no,no,yes,no,58,State,78,Private,Arts,85,Sci&Tech,No,70,Mkt&HR,81,Not Placed,
8764,F,21,R,3,4,services,health,yes,no,yes,yes,58,Central,67,State,Science,57,Comm&Mgmt,Yes,82,Mkt&HR,79,Placed,250000
8765,M,20,R,1,1,services,services,yes,no,no,no,81,Central,90,State,Commerce,94,Comm&Mgmt,Yes,58,Mkt&Fin,52,Placed,250000
8766,F,19,R,3,2,other,services,yes,no,yes,no,87,State,62,Private,Commerce,61,Comm&Mgmt,Yes,60,Mkt&HR,66,Placed,450000
8767,F,22,R,4,4,other,health,yes,no,no,no,80,State,76,Private,Science,69,Sci&Tech,No,84,Mkt&HR,58,Placed,300000
8768,M,19,U,2,2,at_home,health,yes,no,no,no,81,Central,88,State,Commerce,64,Sci&Tech,Yes,72,Mkt&HR,87,Placed,400000
8769,F,23,R,1,2,other,teacher,yes,no,no,yes,62,State,54,Central,Commerce,87,Comm&Mgmt,No,69,Mkt&HR,83,Placed,300000
8770,M,19,R,1,3,teacher,services,yes,yes,no,yes,63,Private,70,State,Science,71,Comm&Mgmt,Yes,91,Mkt&HR,89,Not Placed,
8771,F,21,R,2,1,other,health,no,yes,no,no,76,State,72,Central,Commerce,84,Sci&Tech,No,74,Mkt&Fin,55,Placed,300000
8772,M,20,U,2,1,other,services,no,no,no,no,92,State,74,Private,Commerce,88,Comm&Mgmt,No,59,Mkt&HR,72,Not Placed,
8773,M,22,U,4,4,at_home,services,no,no,no,no,78,Private,85,Private,Arts,95,Sci&Tech,Yes,69,Mkt&Fin,67,Placed,250000
8774,M,20,U,3,3,teacher,services,no,no,yes,yes,95,Private,86,State,Arts,82,Sci&Tech,No,60,Mkt&Fin,70,Not Placed,
8775,F,22,R,1,4,services,teacher,no,no,yes,yes,54,Central,77,State,Science,60,Sci&Tech,No,53,Mkt&HR,92,Placed,300000
8776,M,23,R,2,3,at_home,other,yes,yes,yes,no,52,Central,69,Private,Science,63,Sci&Tech,Yes,56,Mkt&HR,50,Not Placed,
8777,F,20,R,2,4,health,other,no,yes,no,no,62,Private,50,Central,Arts,74,Comm&Mgmt,Yes,55,Mkt&HR,56,Placed,350000
8778,M,19,R,4,1,teacher,health,yes,no,no,yes,80,Private,55,State,Commerce,81,Comm&Mgmt,Yes,82,Mkt&Fin,56,Not Placed,
8779,F,22,U,2,2,at_home,health,no,no,yes,no,69,State,81,Central,Commerce,84,Comm&Mgmt,No,62,Mkt&Fin,74,Placed,400000
8780,M,22,R,2,2,other,teacher,no,yes,no,no,84,Central,93,State,Arts,68,Comm&Mgmt,Yes,59,Mkt&Fin,94,Placed,250000
8781,M,21,U,2,4,at_home,health,no,no,yes,no,94,State,94,State,Science,77,Comm&Mgmt,No,78,Mkt&Fin,69,Not Placed,
8782,F,19,R,2,4,at_home,health,no,no,no,yes,53,Central,77,Central,Commerce,69,Sci&Tech,Yes,95,Mkt&HR,94,Not Placed,
8783,M,18,U,3,4,other,other,yes,yes,yes,no,76,Central,62,Private,Arts,85,Comm&Mgmt,Yes,82,Mkt&HR,68,Not Placed,
8784,F,20,R,4,2,other,services,no,no,no,yes,58,State,91,Central,Arts,59,Sci&Tech,No,53,Mkt&HR,91,Not Placed,
8785,F,19,R,1,4,services,services,yes,no,yes,no,91,Central,83,Central,Arts,57,Sci&Tech,No,82,Mkt&HR,87,Placed,350000
8786,M,22,U,2,3,at_home,teacher,no,yes,no,yes,80,State,73,Private,Commerce,52,Comm&Mgmt,No,67,Mkt&HR,80,Placed,400000
8787,M,23,R,1,4,teacher,health,no,yes,no,no,83,Central,60,Private,Arts,74,Comm&Mgmt,No,71,Mkt&HR,59,Placed,250000
8788,M,18,R,2,2,services,at_home,yes,no,no,no,61,State,90,Central,Science,92,Comm&Mgmt,No,92,Mkt&HR,84,Placed,350000
8789,F,22,U,4,1,other,teacher,yes,yes,no,yes,62,State,91,State,Science,74,Comm&Mgmt,No,91,Mkt&HR,86,Placed,250000
8790,M,19,U,4,3,services,at_home,no,no,yes,no,67,Private,56,Central,Science,84,Sci&Tech,No,88,Mkt&Fin,88,Placed,300000
8791,F,20,U,2,3,teacher,teacher,no,yes,no,no,69,Central,53,State,Commerce,94,Comm&Mgmt,Yes,68,Mkt&HR,70,Placed,400000
8792,F,21,U,3,3,teacher,other,yes,no,no,no,66,Central,66,Central,Arts,51,Sci&Tech,No,60,Mkt&Fin,53,Not Placed,
8793,M,19,R,3,4,teacher,at_home,no,yes,no,no,77,Central,84,State,Science,81,Sci&Tech,No,63,Mkt&Fin,89,Placed,200000
8794,M,19,R,4,3,services,other,no,no,yes,no,53,State,85,State,Science,62,Sci&Tech,Yes,90,Mkt&Fin,73,Not Placed,
8795,M,20,U,2,1,services,teacher,no,yes,yes,yes,58,Central,84,Central,Arts,78,Comm&Mgmt,Yes,70,Mkt&Fin,92,Not Placed,
8796,F,21,U,4,4,health,at_home,no,yes,no,no,90,Private,92,Private,Arts,50,Comm&Mgmt,Yes,82,Mkt&HR,79,Placed,250000
8797,F,23,R,4,2,other,at_home,yes,yes,no,no,53,Private,63,Private,Arts,94,Sci&Tech,Yes,80,Mkt&HR,73,Placed,350000
8798,F,22,R,2,1,teacher,services,no,yes,no,yes,71,State,88,State,Commerce,85,Comm&Mgmt,Yes,53,Mkt&HR,55,Placed,400000
8799,F,22,R,3,2,at_home,other,yes,no,no,yes,90,Private,68,State,Science,91,Sci&Tech,Yes,76,Mkt&HR,58,Placed,200000
8800,F,18,U,1,3,teacher,services,yes,no,no,no,65,Central,66,State,Science,62,Comm&Mgmt,No,68,Mkt&Fin,59,Placed,300000
8801,F,20,R,1,1,teacher,at_home,yes,no,no,no,65,Private,75,Private,Arts,78,Comm&Mgmt,Yes,71,Mkt&Fin,79,Placed,350000
8802,M,21,R,3,4,at_home,teacher,no,no,no,no,85,Private,70,State,Arts,62,Comm&Mgmt,No,55,Mkt&Fin,61,Placed,250000
8803,M,22,U,3,1,health,other,no,yes,yes,yes,84,State,52,Private,Science,50,Comm&Mgmt,Yes,68,Mkt&HR,77,Not Placed,
8804,M,22,U,1,1,at_home,other,yes,no,yes,no,64,State,54,State,Science,69,Comm&Mgmt,No,61,Mkt&HR,69,Placed,400000
8805,F,19,U,3,4,services,teacher,no,yes,no,yes,64,Central,51,State,Commerce,85,Comm&Mgmt,No,60,Mkt&HR,82,Not Placed,
